prim_conv_id_me1b_02                  memory        0        0008AC00           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_03              memory        0        0008B000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_03              memory        0        0008B400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_th_cor_me1b_03              memory        0        0008B800           000000000000003f        1           1            Primitive converter theta correction LUT
prim_conv_id_me1b_03                  memory        0        0008BC00           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_04              memory        0        0008C000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_04              memory        0        0008C400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_04                  memory        0        0008C800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_05              memory        0        0008D000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_05              memory        0        0008D400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_05                  memory        0        0008D800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_06              memory        0        0008E000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_06              memory        0        0008E400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_06                  memory        0        0008E800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_07              memory        0        0008F000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_07              memory        0        0008F400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_07                  memory        0        0008F800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_08              memory        0        00090000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_08              memory        0        00090400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_08                  memory        0        00090800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me1b_09              memory        0        00091000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me1b_09              memory        0        00091400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me1b_09                  memory        0        00091800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_01               memory        0        00092000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_01               memory        0        00092400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_01                   memory        0        00092800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_02               memory        0        00093000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_02               memory        0        00093400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_02                   memory        0        00093800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_03               memory        0        00094000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_03               memory        0        00094400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_03                   memory        0        00094800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_04               memory        0        00095000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_04               memory        0        00095400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_04                   memory        0        00095800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_05               memory        0        00096000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_05               memory        0        00096400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_05                   memory        0        00096800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_06               memory        0        00097000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_06               memory        0        00097400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_06                   memory        0        00097800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_07               memory        0        00098000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_07               memory        0        00098400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_07                   memory        0        00098800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_08               memory        0        00099000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_08               memory        0        00099400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_08                   memory        0        00099800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_09               memory        0        0009A000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_09               memory        0        0009A400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_09                   memory        0        0009A800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_01               memory        0        0009B000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_01               memory        0        0009B400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_01                   memory        0        0009B800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_02               memory        0        0009C000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_02               memory        0        0009C400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_02                   memory        0        0009C800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_03               memory        0        0009D000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_03               memory        0        0009D400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_03                   memory        0        0009D800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_04               memory        0        0009E000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_04               memory        0        0009E400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_04                   memory        0        0009E800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_05               memory        0        0009F000           0000000000001fff        1           1            Primitive converter parameters
