lb_memory                       memory        0        00000000           ffffffffffffffff        1           1            loopback memory area
prim_conv_id_me2_07             memory        1        00218800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_08         memory        1        00219000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_08         memory        1        00219400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_08             memory        1        00219800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me2_09         memory        1        0021A000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me2_09         memory        1        0021A400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me2_09             memory        1        0021A800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_01         memory        1        0021B000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_01         memory        1        0021B400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_01             memory        1        0021B800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_02         memory        1        0021C000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_02         memory        1        0021C400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_02             memory        1        0021C800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_03         memory        1        0021D000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_03         memory        1        0021D400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_03             memory        1        0021D800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_04         memory        1        0021E000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_04         memory        1        0021E400           000000000000003f        1           1            Primitive converter theta LUT
prim_conv_id_me3_04             memory        1        0021E800           00000000000000ff        1           0            Primitive converter ID, [7:4]=station, [3:0]=chamber
prim_conv_params_me3_05         memory        1        0021F000           0000000000001fff        1           1            Primitive converter parameters
prim_conv_th_lut_me3_05         memory        1        0021F400           000000000000003f        1           1            Primitive converter theta LUT
